Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,751,1251,10000,10000,0
T1,100,971,1617,10000,10000,0
T2,100,4502,7503,10000,10000,0
T3,100,364,606,10000,10000,0
T4,100,2026,3376,10000,10000,0
T5,100,3333,5554,10000,10000,0
T6,100,1163,1938,15000,15000,0
T7,100,1259,2097,15000,15000,0
T8,100,3317,5527,15000,15000,0
T9,100,1120,1866,15000,15000,0
T10,100,3542,5903,20000,20000,0
T11,100,3762,6270,20000,20000,0
T12,100,716,1193,20000,20000,0
T13,100,1698,2829,25000,25000,0
T14,100,2228,3713,25000,25000,0
T15,100,348,580,30000,30000,0
T16,100,5665,9441,30000,30000,0
T17,100,1742,2902,40000,40000,0
T18,100,293,488,40000,40000,0
T19,100,7280,12133,45000,45000,0
T20,100,2018,3363,50000,50000,0
T21,100,2137,3561,50000,50000,0
T22,100,2484,4139,70000,70000,0
T23,100,12501,20834,90000,90000,0
