Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,1000,1135,1891,10000,10000,0
T1,1000,2076,3459,10000,10000,0
T2,1000,1796,2993,10000,10000,0
T3,1000,438,729,10000,10000,0
T4,1000,338,563,10000,10000,0
T5,1000,772,1286,10000,10000,0
T6,1000,1766,2942,10000,10000,0
T7,1000,404,673,10000,10000,0
T8,1000,146,242,10000,10000,0
T9,2000,1277,2128,20000,20000,0
T10,2500,1338,2230,25000,25000,0
T11,2500,2853,4755,25000,25000,0
T12,2500,1863,3105,25000,25000,0
T13,3000,99,165,30000,30000,0
T14,3000,10422,17370,30000,30000,0
T15,3000,1944,3240,30000,30000,0
T16,3500,7664,12773,35000,35000,0
T17,3500,3627,6045,35000,35000,0
T18,4000,3848,6412,40000,40000,0
T19,4000,11082,18469,40000,40000,0
T20,5000,12362,20603,50000,50000,0
T21,5000,7673,12787,50000,50000,0
T22,7000,3570,5949,70000,70000,0
T23,8000,9948,16579,80000,80000,0
