Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,719,1197,10000,10000,0
T1,100,123,204,10000,10000,0
T2,100,1156,1926,10000,10000,0
T3,100,3047,5078,15000,15000,0
T4,100,3245,5407,15000,15000,0
T5,100,471,785,20000,20000,0
T6,100,1098,1829,20000,20000,0
T7,100,63,104,20000,20000,0
T8,100,1866,3110,25000,25000,0
T9,100,6132,10220,25000,25000,0
T10,100,6843,11405,30000,30000,0
T11,100,1745,2908,30000,30000,0
T12,100,1815,3024,30000,30000,0
T13,100,8859,14765,30000,30000,0
T14,100,2030,3382,30000,30000,0
T15,100,1929,3214,35000,35000,0
T16,100,2491,4151,35000,35000,0
T17,100,24501,40835,45000,45000,0
T18,100,1848,3080,50000,50000,0
T19,100,6082,10136,60000,60000,0
T20,100,4695,7825,60000,60000,0
T21,100,1461,2435,75000,75000,0
T22,100,9397,15661,80000,80000,0
T23,100,11305,18841,90000,90000,0
