Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,1000,832,1386,10000,10000,0
T1,1000,651,1085,10000,10000,0
T2,1000,3232,5386,10000,10000,0
T3,1000,371,617,10000,10000,0
T4,1000,757,1261,10000,10000,0
T5,1000,1577,2627,10000,10000,0
T6,1000,1521,2535,10000,10000,0
T7,1000,1493,2487,10000,10000,0
T8,1000,1591,2651,10000,10000,0
T9,1500,407,678,15000,15000,0
T10,1500,2477,4128,15000,15000,0
T11,2000,74,123,20000,20000,0
T12,2500,87,144,25000,25000,0
T13,3000,413,688,30000,30000,0
T14,3500,1214,2023,35000,35000,0
T15,3500,6018,10029,35000,35000,0
T16,3500,907,1511,35000,35000,0
T17,3500,2772,4619,35000,35000,0
T18,4000,2271,3785,40000,40000,0
T19,4500,4974,8290,45000,45000,0
T20,5000,13170,21949,50000,50000,0
T21,6000,34229,57047,60000,60000,0
T22,7000,3456,5760,70000,70000,0
T23,7500,7690,12816,75000,75000,0
