Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,1000,3224,5372,10000,10000,0
T1,1000,458,762,10000,10000,0
T2,1000,2806,4676,10000,10000,0
T3,1000,314,523,10000,10000,0
T4,1500,187,311,15000,15000,0
T5,1500,78,129,15000,15000,0
T6,1500,383,638,15000,15000,0
T7,1500,1404,2340,15000,15000,0
T8,2000,294,490,20000,20000,0
T9,2000,1566,2610,20000,20000,0
T10,2000,860,1433,20000,20000,0
T11,2500,4278,7129,25000,25000,0
T12,2500,1183,1971,25000,25000,0
T13,3000,4232,7053,30000,30000,0
T14,3000,2571,4284,30000,30000,0
T15,3000,14067,23445,30000,30000,0
T16,4000,4485,7475,40000,40000,0
T17,4000,762,1269,40000,40000,0
T18,4000,4797,7994,40000,40000,0
T19,4500,4111,6851,45000,45000,0
T20,4500,1170,1950,45000,45000,0
T21,5000,9827,16378,50000,50000,0
T22,6000,13743,22904,60000,60000,0
T23,9000,19741,32901,90000,90000,0
