Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,1000,383,638,10000,10000,0
T1,1000,493,821,10000,10000,0
T2,1000,1622,2703,10000,10000,0
T3,1000,315,525,10000,10000,0
T4,1000,2850,4750,10000,10000,0
T5,1000,344,573,10000,10000,0
T6,1500,722,1203,15000,15000,0
T7,2000,1704,2840,20000,20000,0
T8,2000,885,1474,20000,20000,0
T9,2000,155,257,20000,20000,0
T10,2500,332,552,25000,25000,0
T11,3000,1315,2191,30000,30000,0
T12,3000,4427,7378,30000,30000,0
T13,3000,1180,1966,30000,30000,0
T14,3000,596,992,30000,30000,0
T15,3500,11069,18447,35000,35000,0
T16,4000,7711,12851,40000,40000,0
T17,4000,313,521,40000,40000,0
T18,4000,4577,7628,40000,40000,0
T19,5500,11508,19180,55000,55000,0
T20,6000,6623,11038,60000,60000,0
T21,7000,28741,47901,70000,70000,0
T22,7500,9236,15393,75000,75000,0
T23,7500,25937,43228,75000,75000,0
