Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,1000,1263,2105,10000,10000,0
T1,1000,899,1498,10000,10000,0
T2,1000,954,1589,10000,10000,0
T3,1000,926,1542,10000,10000,0
T4,1000,2330,3882,10000,10000,0
T5,1500,2148,3579,15000,15000,0
T6,1500,416,692,15000,15000,0
T7,2000,9340,15566,20000,20000,0
T8,2500,1442,2403,25000,25000,0
T9,2500,2412,4019,25000,25000,0
T10,2500,1008,1680,25000,25000,0
T11,2500,4563,7605,25000,25000,0
T12,2500,335,558,25000,25000,0
T13,4000,10165,16941,40000,40000,0
T14,4500,22148,36913,45000,45000,0
T15,4500,870,1450,45000,45000,0
T16,4500,2034,3390,45000,45000,0
T17,4500,2259,3765,45000,45000,0
T18,5000,2912,4853,50000,50000,0
T19,6000,1870,3116,60000,60000,0
T20,7000,11919,19864,70000,70000,0
T21,7500,3759,6265,75000,75000,0
T22,8000,2014,3356,80000,80000,0
T23,8000,1510,2516,80000,80000,0
