Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,1000,263,438,10000,10000,0
T1,1000,256,426,10000,10000,0
T2,1000,2,3,10000,10000,0
T3,1000,60,99,10000,10000,0
T4,1000,43,71,10000,10000,0
T5,1500,3836,6393,15000,15000,0
T6,1500,1408,2346,15000,15000,0
T7,1500,2127,3544,15000,15000,0
T8,1500,90,149,15000,15000,0
T9,2000,2847,4744,20000,20000,0
T10,2000,10040,16732,20000,20000,0
T11,2000,395,658,20000,20000,0
T12,2500,1133,1887,25000,25000,0
T13,2500,345,575,25000,25000,0
T14,2500,1113,1854,25000,25000,0
T15,4000,19143,31904,40000,40000,0
T16,4000,9812,16353,40000,40000,0
T17,4000,3542,5903,40000,40000,0
T18,4500,1828,3046,45000,45000,0
T19,4500,15222,25369,45000,45000,0
T20,5000,10483,17471,50000,50000,0
T21,5000,3113,5187,50000,50000,0
T22,6000,3320,5532,60000,60000,0
T23,8500,2927,4877,85000,85000,0
