Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,1000,614,1023,10000,10000,0
T1,1000,185,308,10000,10000,0
T2,1000,291,484,10000,10000,0
T3,1500,3991,6651,15000,15000,0
T4,2000,1193,1987,20000,20000,0
T5,2000,198,330,20000,20000,0
T6,2000,789,1314,20000,20000,0
T7,2500,4147,6911,25000,25000,0
T8,2500,1740,2899,25000,25000,0
T9,2500,2801,4668,25000,25000,0
T10,2500,1406,2342,25000,25000,0
T11,3000,2034,3390,30000,30000,0
T12,3000,30,49,30000,30000,0
T13,3000,8059,13431,30000,30000,0
T14,3500,9398,15662,35000,35000,0
T15,3500,363,605,35000,35000,0
T16,3500,1311,2185,35000,35000,0
T17,4000,6042,10069,40000,40000,0
T18,5000,7852,13086,50000,50000,0
T19,5000,20544,34240,50000,50000,0
T20,6000,10056,16759,60000,60000,0
T21,6000,821,1368,60000,60000,0
T22,8500,28803,48004,85000,85000,0
T23,8500,8465,14107,85000,85000,0
