Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,1000,374,622,10000,10000,0
T1,1000,2109,3515,10000,10000,0
T2,1000,594,990,10000,10000,0
T3,1000,941,1568,10000,10000,0
T4,1000,288,479,10000,10000,0
T5,1500,2986,4976,15000,15000,0
T6,1500,2139,3564,15000,15000,0
T7,1500,32,53,15000,15000,0
T8,1500,2,3,15000,15000,0
T9,2000,957,1594,20000,20000,0
T10,2000,4997,8328,20000,20000,0
T11,2000,692,1153,20000,20000,0
T12,2000,1023,1705,20000,20000,0
T13,2000,6117,10194,20000,20000,0
T14,2500,10793,17987,25000,25000,0
T15,2500,1317,2195,25000,25000,0
T16,3000,4016,6693,30000,30000,0
T17,3500,4437,7395,35000,35000,0
T18,3500,7792,12986,35000,35000,0
T19,4500,6557,10928,45000,45000,0
T20,5000,4922,8202,50000,50000,0
T21,5500,263,438,55000,55000,0
T22,5500,4432,7386,55000,55000,0
T23,9000,10739,17897,90000,90000,0
