Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,8,12,10000,10000,0
T1,100,44,72,10000,10000,0
T2,100,2001,3335,10000,10000,0
T3,100,216,360,10000,10000,0
T4,100,227,378,10000,10000,0
T5,100,850,1416,15000,15000,0
T6,100,671,1117,15000,15000,0
T7,100,1885,3141,15000,15000,0
T8,100,8005,13341,15000,15000,0
T9,100,577,961,20000,20000,0
T10,100,6079,10131,20000,20000,0
T11,100,5976,9959,20000,20000,0
T12,100,1049,1748,25000,25000,0
T13,100,2270,3783,25000,25000,0
T14,100,6591,10985,25000,25000,0
T15,100,4132,6886,30000,30000,0
T16,100,1146,1909,35000,35000,0
T17,100,2180,3633,45000,45000,0
T18,100,1769,2948,45000,45000,0
T19,100,6197,10328,45000,45000,0
T20,100,12158,20263,50000,50000,0
T21,100,3327,5545,50000,50000,0
T22,100,1830,3050,70000,70000,0
T23,100,8264,13772,75000,75000,0
