Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,1000,4337,7228,10000,10000,0
T1,1000,393,655,10000,10000,0
T2,1000,576,960,10000,10000,0
T3,1000,2017,3361,10000,10000,0
T4,1500,1920,3200,15000,15000,0
T5,1500,432,720,15000,15000,0
T6,1500,1603,2671,15000,15000,0
T7,2000,3487,5811,20000,20000,0
T8,2500,360,599,25000,25000,0
T9,2500,3842,6403,25000,25000,0
T10,2500,891,1485,25000,25000,0
T11,2500,480,799,25000,25000,0
T12,2500,4581,7634,25000,25000,0
T13,3000,4268,7112,30000,30000,0
T14,3500,5229,8714,35000,35000,0
T15,4000,2765,4608,40000,40000,0
T16,4000,2059,3431,40000,40000,0
T17,4500,8477,14128,45000,45000,0
T18,5000,2394,3989,50000,50000,0
T19,5000,3266,5442,50000,50000,0
T20,6000,3688,6146,60000,60000,0
T21,6000,10383,17305,60000,60000,0
T22,7000,14781,24635,70000,70000,0
T23,7500,10821,18034,75000,75000,0
