Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,2831,4718,10000,10000,0
T1,100,1685,2808,10000,10000,0
T2,100,1067,1777,10000,10000,0
T3,100,1322,2203,10000,10000,0
T4,100,34,56,15000,15000,0
T5,100,495,825,15000,15000,0
T6,100,2477,4127,15000,15000,0
T7,100,602,1002,20000,20000,0
T8,100,4562,7602,20000,20000,0
T9,100,1451,2418,20000,20000,0
T10,100,497,827,25000,25000,0
T11,100,2877,4795,30000,30000,0
T12,100,470,783,30000,30000,0
T13,100,11867,19777,30000,30000,0
T14,100,1704,2839,35000,35000,0
T15,100,5634,9389,45000,45000,0
T16,100,8762,14603,45000,45000,0
T17,100,8425,14041,45000,45000,0
T18,100,12950,21583,50000,50000,0
T19,100,198,329,50000,50000,0
T20,100,5095,8491,50000,50000,0
T21,100,5419,9031,50000,50000,0
T22,100,5379,8965,60000,60000,0
T23,100,846,1409,65000,65000,0
