Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,240,399,10000,10000,0
T1,100,362,602,10000,10000,0
T2,100,962,1602,10000,10000,0
T3,100,3756,6260,10000,10000,0
T4,100,1523,2537,15000,15000,0
T5,100,2189,3647,15000,15000,0
T6,100,866,1443,15000,15000,0
T7,100,663,1105,15000,15000,0
T8,100,1553,2588,25000,25000,0
T9,100,11565,19275,30000,30000,0
T10,100,215,358,30000,30000,0
T11,100,1514,2522,30000,30000,0
T12,100,2067,3445,30000,30000,0
T13,100,11217,18695,30000,30000,0
T14,100,5291,8817,35000,35000,0
T15,100,996,1660,40000,40000,0
T16,100,5309,8848,45000,45000,0
T17,100,2061,3435,50000,50000,0
T18,100,3522,5870,60000,60000,0
T19,100,8710,14516,70000,70000,0
T20,100,11352,18920,75000,75000,0
T21,100,7964,13272,75000,75000,0
T22,100,906,1510,80000,80000,0
T23,100,23735,39558,90000,90000,0
