Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,302,503,10000,10000,0
T1,100,1703,2837,10000,10000,0
T2,100,1873,3121,10000,10000,0
T3,100,624,1039,10000,10000,0
T4,100,1689,2814,20000,20000,0
T5,100,875,1458,20000,20000,0
T6,100,3098,5162,20000,20000,0
T7,100,275,457,20000,20000,0
T8,100,4221,7034,20000,20000,0
T9,100,78,129,30000,30000,0
T10,100,1231,2051,30000,30000,0
T11,100,527,877,30000,30000,0
T12,100,4076,6792,30000,30000,0
T13,100,5559,9265,40000,40000,0
T14,100,10583,17638,40000,40000,0
T15,100,9825,16374,50000,50000,0
T16,100,6064,10106,50000,50000,0
T17,100,2666,4442,55000,55000,0
T18,100,11381,18967,55000,55000,0
T19,100,10773,17954,55000,55000,0
T20,100,13311,22184,55000,55000,0
T21,100,12314,20522,60000,60000,0
T22,100,1398,2330,60000,60000,0
T23,100,6574,10956,80000,80000,0
