Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,279,465,10000,10000,0
T1,100,43,71,15000,15000,0
T2,100,64,106,15000,15000,0
T3,100,68,112,20000,20000,0
T4,100,301,501,20000,20000,0
T5,100,38,63,25000,25000,0
T6,100,942,1570,30000,30000,0
T7,100,80,132,30000,30000,0
T8,100,709,1181,35000,35000,0
T9,100,91,151,40000,40000,0
T10,100,153,254,50000,50000,0
T11,100,111,184,50000,50000,0
T12,100,377,628,60000,60000,0
T13,100,417,694,60000,60000,0
T14,100,4149,6914,65000,65000,0
T15,100,3701,6168,80000,80000,0
