Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,107,178,10000,10000,0
T1,100,215,358,10000,10000,0
T2,100,218,362,10000,10000,0
T3,100,187,311,15000,15000,0
T4,100,74,123,15000,15000,0
T5,100,440,733,15000,15000,0
T6,100,65,107,15000,15000,0
T7,100,83,138,15000,15000,0
T8,100,619,1031,15000,15000,0
T9,100,30,50,20000,20000,0
T10,100,28,46,20000,20000,0
T11,100,944,1572,20000,20000,0
T12,100,48,80,35000,35000,0
T13,100,27,44,35000,35000,0
T14,100,1433,2388,50000,50000,0
T15,100,460,766,60000,60000,0
