Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,33,55,10000,10000,0
T1,100,167,278,15000,15000,0
T2,100,434,723,15000,15000,0
T3,100,291,484,20000,20000,0
T4,100,621,1035,20000,20000,0
T5,100,81,135,20000,20000,0
T6,100,36,59,25000,25000,0
T7,100,351,584,30000,30000,0
T8,100,831,1385,30000,30000,0
T9,100,572,953,30000,30000,0
T10,100,9,14,35000,35000,0
T11,100,644,1072,35000,35000,0
T12,100,2019,3365,40000,40000,0
T13,100,491,817,45000,45000,0
T14,100,318,529,55000,55000,0
T15,100,96,159,70000,70000,0
