Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,451,451,10000,10000,0
T1,100,1844,1844,15000,15000,0
T2,100,3682,3682,15000,15000,0
T3,100,511,511,15000,15000,0
T4,100,2445,2445,15000,15000,0
T5,100,204,204,20000,20000,0
T6,100,9324,9324,25000,25000,0
T7,100,2691,2691,25000,25000,0
T8,100,692,692,25000,25000,0
T9,100,17370,17370,30000,30000,0
T10,100,2236,2236,30000,30000,0
T11,100,12127,12127,45000,45000,0
T12,100,5169,5169,70000,70000,0
T13,100,4638,4638,90000,90000,0
T14,100,6197,6197,90000,90000,0
T15,100,13822,13822,90000,90000,0
