Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,80,80,10000,10000,0
T1,100,339,339,10000,10000,0
T2,100,6173,6173,10000,10000,0
T3,100,254,254,10000,10000,0
T4,100,350,350,10000,10000,0
T5,100,4764,4764,15000,15000,0
T6,100,1230,1230,20000,20000,0
T7,100,5785,5785,25000,25000,0
T8,100,4902,4902,25000,25000,0
T9,100,1185,1185,25000,25000,0
T10,100,10610,10610,40000,40000,0
T11,100,3709,3709,40000,40000,0
T12,100,3097,3097,50000,50000,0
T13,100,4670,4670,50000,50000,0
T14,100,4105,4105,50000,50000,0
T15,100,20774,20774,90000,90000,0
