Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,2002,2002,10000,10000,0
T1,100,775,775,15000,15000,0
T2,100,482,482,15000,15000,0
T3,100,459,459,15000,15000,0
T4,100,8328,8328,20000,20000,0
T5,100,453,453,20000,20000,0
T6,100,861,861,20000,20000,0
T7,100,7636,7636,25000,25000,0
T8,100,4094,4094,35000,35000,0
T9,100,15394,15394,35000,35000,0
T10,100,18172,18172,45000,45000,0
T11,100,2619,2619,50000,50000,0
T12,100,3602,3602,70000,70000,0
T13,100,8599,8599,70000,70000,0
T14,100,4499,4499,75000,75000,0
T15,100,3794,3794,75000,75000,0
