Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,4300,4300,10000,10000,0
T1,100,216,216,10000,10000,0
T2,100,782,782,10000,10000,0
T3,100,2870,2870,10000,10000,0
T4,100,508,508,10000,10000,0
T5,100,1672,1672,15000,15000,0
T6,100,3999,3999,15000,15000,0
T7,100,656,656,20000,20000,0
T8,100,3079,3079,20000,20000,0
T9,100,7876,7876,25000,25000,0
T10,100,1531,1531,25000,25000,0
T11,100,6548,6548,40000,40000,0
T12,100,1257,1257,40000,40000,0
T13,100,6887,6887,45000,45000,0
T14,100,2169,2169,75000,75000,0
T15,100,16081,16081,75000,75000,0
