Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,338,338,10000,10000,0
T1,100,869,869,10000,10000,0
T2,100,282,282,10000,10000,0
T3,100,69,69,10000,10000,0
T4,100,3558,3558,10000,10000,0
T5,100,3763,3763,15000,15000,0
T6,100,6096,6096,20000,20000,0
T7,100,5105,5105,25000,25000,0
T8,100,8419,8419,30000,30000,0
T9,100,709,709,30000,30000,0
T10,100,2598,2598,35000,35000,0
T11,100,4670,4670,35000,35000,0
T12,100,1098,1098,50000,50000,0
T13,100,12785,12785,60000,60000,0
T14,100,13249,13249,90000,90000,0
T15,100,21078,21078,90000,90000,0
