Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1112,1112,10000,10000,0
T1,100,3200,3200,10000,10000,0
T2,100,153,153,15000,15000,0
T3,100,1483,1483,15000,15000,0
T4,100,1186,1186,15000,15000,0
T5,100,1593,1593,20000,20000,0
T6,100,706,706,25000,25000,0
T7,100,5324,5324,25000,25000,0
T8,100,1214,1214,25000,25000,0
T9,100,25380,25380,40000,40000,0
T10,100,2238,2238,50000,50000,0
T11,100,10446,10446,75000,75000,0
T12,100,14076,14076,80000,80000,0
T13,100,21626,21626,80000,80000,0
T14,100,2924,2924,80000,80000,0
T15,100,9340,9340,85000,85000,0
