Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1261,1261,10000,10000,0
T1,100,1062,1062,15000,15000,0
T2,100,294,294,15000,15000,0
T3,100,3472,3472,15000,15000,0
T4,100,1475,1475,15000,15000,0
T5,100,775,775,25000,25000,0
T6,100,2496,2496,25000,25000,0
T7,100,1620,1620,25000,25000,0
T8,100,2205,2205,25000,25000,0
T9,100,524,524,30000,30000,0
T10,100,1903,1903,35000,35000,0
T11,100,8743,8743,40000,40000,0
T12,100,2744,2744,45000,45000,0
T13,100,2592,2592,55000,55000,0
T14,100,62769,62769,75000,75000,0
T15,100,30098,30098,90000,90000,0
