Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,753,753,10000,10000,0
T1,100,1782,1782,10000,10000,0
T2,100,6056,6056,10000,10000,0
T3,100,1759,1759,10000,10000,0
T4,100,14,14,10000,10000,0
T5,100,1439,1439,15000,15000,0
T6,100,1542,1542,15000,15000,0
T7,100,65,65,15000,15000,0
T8,100,526,526,20000,20000,0
T9,100,5737,5737,25000,25000,0
T10,100,8227,8227,35000,35000,0
T11,100,5809,5809,45000,45000,0
T12,100,6220,6220,50000,50000,0
T13,100,18895,18895,50000,50000,0
T14,100,304,304,55000,55000,0
T15,100,1796,1796,55000,55000,0
