Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,690,690,10000,10000,0
T1,100,1701,1701,10000,10000,0
T2,100,4121,4121,20000,20000,0
T3,100,490,490,20000,20000,0
T4,100,2944,2944,20000,20000,0
T5,100,280,280,25000,25000,0
T6,100,12661,12661,25000,25000,0
T7,100,3668,3668,25000,25000,0
T8,100,9821,9821,30000,30000,0
T9,100,2577,2577,35000,35000,0
T10,100,2440,2440,40000,40000,0
T11,100,8995,8995,45000,45000,0
T12,100,2051,2051,45000,45000,0
T13,100,3927,3927,50000,50000,0
T14,100,4533,4533,50000,50000,0
T15,100,13316,13316,55000,55000,0
