Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,799,799,10000,10000,0
T1,100,782,782,10000,10000,0
T2,100,1048,1048,10000,10000,0
T3,100,4576,4576,15000,15000,0
T4,100,2555,2555,20000,20000,0
T5,100,973,973,25000,25000,0
T6,100,7684,7684,40000,40000,0
T7,100,6337,6337,50000,50000,0
T8,100,8695,8695,50000,50000,0
T9,100,1794,1794,50000,50000,0
T10,100,6520,6520,75000,75000,0
T11,100,19815,19815,75000,75000,0
T12,100,13197,13197,85000,85000,0
T13,100,7834,7834,85000,85000,0
T14,100,21673,21673,90000,90000,0
T15,100,26769,26769,90000,90000,0
