Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,184,184,10000,10000,0
T1,100,89,89,15000,15000,0
T2,100,5590,5590,15000,15000,0
T3,100,3078,3078,15000,15000,0
T4,100,720,720,20000,20000,0
T5,100,1334,1334,25000,25000,0
T6,100,1913,1913,25000,25000,0
T7,100,7197,7197,25000,25000,0
T8,100,2249,2249,30000,30000,0
T9,100,12665,12665,35000,35000,0
T10,100,7784,7784,45000,45000,0
T11,100,1433,1433,60000,60000,0
T12,100,34252,34252,65000,65000,0
T13,100,836,836,70000,70000,0
T14,100,6997,6997,70000,70000,0
T15,100,6439,6439,90000,90000,0
