Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,53,53,10000,10000,0
T1,100,281,281,10000,10000,0
T2,100,498,498,10000,10000,0
T3,100,1529,1529,10000,10000,0
T4,100,8866,8866,20000,20000,0
T5,100,2455,2455,20000,20000,0
T6,100,7045,7045,20000,20000,0
T7,100,2109,2109,25000,25000,0
T8,100,734,734,25000,25000,0
T9,100,5473,5473,25000,25000,0
T10,100,942,942,25000,25000,0
T11,100,10663,10663,35000,35000,0
T12,100,14243,14243,45000,45000,0
T13,100,7952,7952,70000,70000,0
T14,100,649,649,90000,90000,0
T15,100,12655,12655,95000,95000,0
