Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,255,424,10000,10000,0
T1,50,30,49,10000,10000,0
T2,50,1279,2131,10000,10000,0
T3,50,2,2,15000,15000,0
T4,50,1322,2202,15000,15000,0
T5,50,2124,3540,20000,20000,0
T6,50,702,1170,25000,25000,0
T7,50,1083,1805,25000,25000,0
T8,50,3200,5332,30000,30000,0
T9,50,900,1500,30000,30000,0
T10,50,13001,21668,45000,45000,0
T11,50,7904,13172,55000,55000,0
T12,50,4547,7577,55000,55000,0
T13,50,16141,26901,60000,60000,0
T14,50,5345,8908,60000,60000,0
T15,50,714,1190,90000,90000,0
