Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,2537,4228,10000,10000,0
T1,50,199,331,10000,10000,0
T2,50,96,160,15000,15000,0
T3,50,81,135,20000,20000,0
T4,50,2710,4516,20000,20000,0
T5,50,1536,2559,20000,20000,0
T6,50,212,353,20000,20000,0
T7,50,1209,2014,25000,25000,0
T8,50,10533,17555,30000,30000,0
T9,50,8,13,35000,35000,0
T10,50,131,217,40000,40000,0
T11,50,1380,2299,40000,40000,0
T12,50,6311,10518,45000,45000,0
T13,50,15765,26275,55000,55000,0
T14,50,1343,2238,75000,75000,0
T15,50,4594,7656,90000,90000,0
