Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,1726,2876,10000,10000,0
T1,50,639,1065,10000,10000,0
T2,50,2244,3739,10000,10000,0
T3,50,236,392,10000,10000,0
T4,50,662,1103,15000,15000,0
T5,50,1503,2505,15000,15000,0
T6,50,168,280,15000,15000,0
T7,50,1130,1882,20000,20000,0
T8,50,675,1124,25000,25000,0
T9,50,4235,7058,30000,30000,0
T10,50,6270,10449,40000,40000,0
T11,50,1218,2030,45000,45000,0
T12,50,7463,12438,50000,50000,0
T13,50,1765,2941,50000,50000,0
T14,50,4877,8128,50000,50000,0
T15,50,9312,15519,85000,85000,0
