Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,1593,2655,10000,10000,0
T1,50,1154,1923,15000,15000,0
T2,50,3471,5784,15000,15000,0
T3,50,2467,4111,15000,15000,0
T4,50,3911,6517,20000,20000,0
T5,50,744,1240,20000,20000,0
T6,50,56,93,25000,25000,0
T7,50,1257,2095,25000,25000,0
T8,50,1739,2898,35000,35000,0
T9,50,3723,6204,35000,35000,0
T10,50,992,1652,50000,50000,0
T11,50,5979,9964,50000,50000,0
T12,50,4947,8245,55000,55000,0
T13,50,3477,5795,60000,60000,0
T14,50,50,83,80000,80000,0
T15,50,6307,10511,80000,80000,0
