Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,1272,2120,10000,10000,0
T1,50,96,159,10000,10000,0
T2,50,944,1573,15000,15000,0
T3,50,218,362,15000,15000,0
T4,50,433,721,20000,20000,0
T5,50,1365,2274,20000,20000,0
T6,50,4039,6731,20000,20000,0
T7,50,872,1453,25000,25000,0
T8,50,3608,6012,30000,30000,0
T9,50,1692,2820,30000,30000,0
T10,50,3311,5518,35000,35000,0
T11,50,13689,22814,45000,45000,0
T12,50,1755,2924,60000,60000,0
T13,50,6409,10681,75000,75000,0
T14,50,13684,22806,90000,90000,0
T15,50,5418,9030,95000,95000,0
