Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,453,754,15000,15000,0
T1,50,2279,3797,15000,15000,0
T2,50,4869,8114,15000,15000,0
T3,50,2067,3445,15000,15000,0
T4,50,162,270,20000,20000,0
T5,50,344,573,20000,20000,0
T6,50,194,323,20000,20000,0
T7,50,1046,1742,25000,25000,0
T8,50,2588,4312,25000,25000,0
T9,50,1823,3038,30000,30000,0
T10,50,2259,3765,35000,35000,0
T11,50,4197,6994,55000,55000,0
T12,50,5804,9673,55000,55000,0
T13,50,1112,1852,60000,60000,0
T14,50,13512,22520,70000,70000,0
T15,50,8697,14494,90000,90000,0
