Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,1179,1964,10000,10000,0
T1,50,369,614,10000,10000,0
T2,50,377,627,10000,10000,0
T3,50,948,1580,10000,10000,0
T4,50,727,1211,15000,15000,0
T5,50,692,1153,20000,20000,0
T6,50,569,947,20000,20000,0
T7,50,4702,7836,20000,20000,0
T8,50,713,1188,30000,30000,0
T9,50,2948,4912,40000,40000,0
T10,50,470,782,45000,45000,0
T11,50,636,1059,45000,45000,0
T12,50,11577,19295,50000,50000,0
T13,50,5182,8636,50000,50000,0
T14,50,11438,19063,55000,55000,0
T15,50,11300,18833,80000,80000,0
