Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,692,1152,10000,10000,0
T1,50,1875,3124,15000,15000,0
T2,50,686,1143,15000,15000,0
T3,50,1782,2969,20000,20000,0
T4,50,1541,2568,25000,25000,0
T5,50,4103,6838,25000,25000,0
T6,50,208,346,25000,25000,0
T7,50,1797,2994,30000,30000,0
T8,50,828,1380,35000,35000,0
T9,50,14373,23954,35000,35000,0
T10,50,7361,12268,45000,45000,0
T11,50,1502,2503,50000,50000,0
T12,50,9405,15675,55000,55000,0
T13,50,228,380,60000,60000,0
T14,50,830,1382,90000,90000,0
T15,50,474,790,90000,90000,0
