Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,542,903,10000,10000,0
T1,50,381,634,10000,10000,0
T2,50,1169,1948,10000,10000,0
T3,50,251,417,15000,15000,0
T4,50,1523,2538,15000,15000,0
T5,50,42,70,15000,15000,0
T6,50,2129,3547,15000,15000,0
T7,50,31,51,15000,15000,0
T8,50,1632,2719,15000,15000,0
T9,50,1051,1751,30000,30000,0
T10,50,5798,9663,35000,35000,0
T11,50,1524,2539,35000,35000,0
T12,50,1227,2045,40000,40000,0
T13,50,863,1438,45000,45000,0
T14,50,891,1484,45000,45000,0
T15,50,38025,63375,70000,70000,0
