Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,2212,3686,10000,10000,0
T1,50,603,1005,15000,15000,0
T2,50,756,1260,15000,15000,0
T3,50,1025,1707,15000,15000,0
T4,50,284,473,20000,20000,0
T5,50,609,1014,25000,25000,0
T6,50,5737,9561,30000,30000,0
T7,50,8398,13996,30000,30000,0
T8,50,3331,5551,30000,30000,0
T9,50,2165,3607,40000,40000,0
T10,50,393,654,40000,40000,0
T11,50,992,1652,60000,60000,0
T12,50,544,906,65000,65000,0
T13,50,3899,6498,75000,75000,0
T14,50,19831,33051,90000,90000,0
T15,50,7029,11714,90000,90000,0
