Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,1666,2776,10000,10000,0
T1,50,272,453,15000,15000,0
T2,50,575,958,15000,15000,0
T3,50,2347,3911,20000,20000,0
T4,50,165,274,20000,20000,0
T5,50,3656,6093,20000,20000,0
T6,50,797,1328,25000,25000,0
T7,50,4089,6814,25000,25000,0
T8,50,3058,5096,45000,45000,0
T9,50,14353,23921,45000,45000,0
T10,50,4701,7834,50000,50000,0
T11,50,3475,5791,60000,60000,0
T12,50,924,1540,70000,70000,0
T13,50,1082,1802,75000,75000,0
T14,50,1810,3016,75000,75000,0
T15,50,11660,19432,95000,95000,0
