Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,143,237,10000,10000,0
T1,50,303,505,10000,10000,0
T2,50,3433,5721,15000,15000,0
T3,50,2456,4092,15000,15000,0
T4,50,2114,3522,15000,15000,0
T5,50,242,403,20000,20000,0
T6,50,143,237,20000,20000,0
T7,50,1638,2729,25000,25000,0
T8,50,4776,7959,30000,30000,0
T9,50,2645,4408,35000,35000,0
T10,50,7851,13084,35000,35000,0
T11,50,633,1054,40000,40000,0
T12,50,7613,12688,45000,45000,0
T13,50,623,1037,45000,45000,0
T14,50,4570,7616,50000,50000,0
T15,50,1687,2811,60000,60000,0
