Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,50,1346,2242,10000,10000,0
T1,50,495,824,10000,10000,0
T2,50,1787,2978,10000,10000,0
T3,50,177,295,10000,10000,0
T4,50,2868,4779,10000,10000,0
T5,50,360,599,15000,15000,0
T6,50,885,1475,15000,15000,0
T7,50,870,1450,15000,15000,0
T8,50,532,886,15000,15000,0
T9,50,490,816,15000,15000,0
T10,50,2516,4192,30000,30000,0
T11,50,4077,6795,30000,30000,0
T12,50,6559,10931,45000,45000,0
T13,50,4089,6814,55000,55000,0
T14,50,5326,8876,60000,60000,0
T15,50,2291,3817,65000,65000,0
