Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,511,638,10000,10000,0
T1,100,116,145,10000,10000,0
T2,100,4200,5249,15000,15000,0
T3,100,3968,4959,15000,15000,0
T4,100,739,923,20000,20000,0
T5,100,4870,6087,20000,20000,0
T6,100,218,272,20000,20000,0
T7,100,1537,1921,25000,25000,0
T8,100,11416,14269,30000,30000,0
T9,100,2240,2800,30000,30000,0
T10,100,76,94,35000,35000,0
T11,100,4340,5425,40000,40000,0
T12,100,3921,4901,40000,40000,0
T13,100,397,496,45000,45000,0
T14,100,15854,19817,60000,60000,0
T15,100,1396,1745,60000,60000,0
