Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,2703,3378,10000,10000,0
T1,100,1726,2157,10000,10000,0
T2,100,133,166,10000,10000,0
T3,100,924,1155,10000,10000,0
T4,100,399,498,10000,10000,0
T5,100,1785,2231,10000,10000,0
T6,100,1166,1457,15000,15000,0
T7,100,3194,3992,15000,15000,0
T8,100,1259,1573,20000,20000,0
T9,100,2111,2638,20000,20000,0
T10,100,6445,8056,25000,25000,0
T11,100,1624,2030,30000,30000,0
T12,100,4148,5185,40000,40000,0
T13,100,3038,3797,40000,40000,0
T14,100,6570,8212,50000,50000,0
T15,100,4623,5778,65000,65000,0
