Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1044,1305,10000,10000,0
T1,100,482,602,10000,10000,0
T2,100,120,150,10000,10000,0
T3,100,391,488,15000,15000,0
T4,100,279,348,15000,15000,0
T5,100,3522,4402,20000,20000,0
T6,100,10918,13647,30000,30000,0
T7,100,2078,2597,30000,30000,0
T8,100,12778,15972,40000,40000,0
T9,100,3117,3896,45000,45000,0
T10,100,13384,16729,45000,45000,0
T11,100,1709,2136,60000,60000,0
T12,100,972,1214,70000,70000,0
T13,100,3899,4873,80000,80000,0
T14,100,22562,28202,95000,95000,0
T15,100,8250,10312,95000,95000,0
