Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1809,2261,10000,10000,0
T1,100,3781,4726,10000,10000,0
T2,100,1168,1460,10000,10000,0
T3,100,1954,2442,10000,10000,0
T4,100,939,1173,10000,10000,0
T5,100,789,986,10000,10000,0
T6,100,2358,2947,15000,15000,0
T7,100,2236,2794,20000,20000,0
T8,100,5728,7159,25000,25000,0
T9,100,153,191,25000,25000,0
T10,100,2712,3390,35000,35000,0
T11,100,596,745,40000,40000,0
T12,100,7931,9913,50000,50000,0
T13,100,8,9,50000,50000,0
T14,100,2220,2775,50000,50000,0
T15,100,6111,7638,80000,80000,0
