Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,737,921,10000,10000,0
T1,100,3192,3989,10000,10000,0
T2,100,1700,2124,10000,10000,0
T3,100,2111,2638,10000,10000,0
T4,100,632,789,10000,10000,0
T5,100,1676,2094,15000,15000,0
T6,100,3976,4969,15000,15000,0
T7,100,921,1151,15000,15000,0
T8,100,64,79,20000,20000,0
T9,100,2736,3419,30000,30000,0
T10,100,3506,4382,35000,35000,0
T11,100,1233,1541,40000,40000,0
T12,100,10389,12986,60000,60000,0
T13,100,4678,5847,65000,65000,0
T14,100,10767,13458,65000,65000,0
T15,100,814,1017,90000,90000,0
