Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,83,103,10000,10000,0
T1,100,78,97,10000,10000,0
T2,100,2003,2503,15000,15000,0
T3,100,2092,2615,15000,15000,0
T4,100,540,675,15000,15000,0
T5,100,789,986,15000,15000,0
T6,100,766,957,20000,20000,0
T7,100,1684,2105,20000,20000,0
T8,100,8620,10775,25000,25000,0
T9,100,1908,2385,30000,30000,0
T10,100,3843,4803,35000,35000,0
T11,100,11,13,35000,35000,0
T12,100,2196,2744,40000,40000,0
T13,100,498,622,45000,45000,0
T14,100,31950,39937,45000,45000,0
T15,100,6276,7845,50000,50000,0
