Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,612,764,10000,10000,0
T1,100,957,1196,10000,10000,0
T2,100,1088,1360,10000,10000,0
T3,100,2969,3711,15000,15000,0
T4,100,6459,8073,25000,25000,0
T5,100,2962,3702,25000,25000,0
T6,100,1324,1655,30000,30000,0
T7,100,491,613,30000,30000,0
T8,100,3303,4128,35000,35000,0
T9,100,12861,16076,35000,35000,0
T10,100,4205,5256,45000,45000,0
T11,100,12946,16182,65000,65000,0
T12,100,2230,2787,70000,70000,0
T13,100,4662,5827,75000,75000,0
T14,100,5116,6394,90000,90000,0
T15,100,10251,12813,90000,90000,0
