Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,221,276,10000,10000,0
T1,100,2336,2919,15000,15000,0
T2,100,5064,6329,20000,20000,0
T3,100,1516,1895,20000,20000,0
T4,100,3114,3892,20000,20000,0
T5,100,1588,1985,25000,25000,0
T6,100,2478,3097,25000,25000,0
T7,100,572,715,25000,25000,0
T8,100,726,907,35000,35000,0
T9,100,13312,16640,35000,35000,0
T10,100,6032,7540,35000,35000,0
T11,100,1723,2153,45000,45000,0
T12,100,1132,1414,45000,45000,0
T13,100,9019,11273,60000,60000,0
T14,100,19468,24334,80000,80000,0
T15,100,3748,4685,90000,90000,0
