Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1089,1361,10000,10000,0
T1,100,820,1024,10000,10000,0
T2,100,2039,2548,10000,10000,0
T3,100,947,1183,15000,15000,0
T4,100,4924,6155,15000,15000,0
T5,100,1084,1355,15000,15000,0
T6,100,264,329,25000,25000,0
T7,100,1258,1572,30000,30000,0
T8,100,1459,1823,40000,40000,0
T9,100,16793,20991,45000,45000,0
T10,100,12721,15901,45000,45000,0
T11,100,3112,3889,45000,45000,0
T12,100,992,1239,55000,55000,0
T13,100,12460,15574,60000,60000,0
T14,100,1651,2063,80000,80000,0
T15,100,114,142,80000,80000,0
