Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,335,418,10000,10000,0
T1,100,5649,7061,15000,15000,0
T2,100,152,190,15000,15000,0
T3,100,376,470,15000,15000,0
T4,100,1825,2281,15000,15000,0
T5,100,970,1212,20000,20000,0
T6,100,1267,1583,30000,30000,0
T7,100,693,866,40000,40000,0
T8,100,4372,5464,40000,40000,0
T9,100,3392,4240,45000,45000,0
T10,100,12004,15004,60000,60000,0
T11,100,3364,4205,60000,60000,0
T12,100,30613,38266,60000,60000,0
T13,100,3604,4504,70000,70000,0
T14,100,13918,17397,75000,75000,0
T15,100,4564,5705,80000,80000,0
