Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1719,2864,10000,10000,0
T1,100,2709,4515,15000,15000,0
T2,100,1227,2044,15000,15000,0
T3,100,208,346,15000,15000,0
T4,100,258,430,15000,15000,0
T5,100,1589,2647,15000,15000,0
T6,100,2188,3646,20000,20000,0
T7,100,1664,2773,25000,25000,0
T8,100,165,275,30000,30000,0
T9,100,2599,4331,30000,30000,0
T10,100,1694,2822,30000,30000,0
T11,100,1855,3091,40000,40000,0
T12,100,1260,2100,45000,45000,0
T13,100,1535,2557,50000,50000,0
T14,100,4451,7417,65000,65000,0
T15,100,29667,49444,80000,80000,0
