Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,257,428,10000,10000,0
T1,100,427,711,10000,10000,0
T2,100,1146,1910,10000,10000,0
T3,100,659,1098,10000,10000,0
T4,100,1896,3160,15000,15000,0
T5,100,1759,2931,15000,15000,0
T6,100,1224,2039,20000,20000,0
T7,100,4127,6877,20000,20000,0
T8,100,1802,3003,20000,20000,0
T9,100,182,303,25000,25000,0
T10,100,596,993,25000,25000,0
T11,100,2478,4130,25000,25000,0
T12,100,6708,11180,35000,35000,0
T13,100,8335,13891,40000,40000,0
T14,100,1229,2048,40000,40000,0
T15,100,1737,2894,60000,60000,0
