Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,243,404,10000,10000,0
T1,100,702,1169,10000,10000,0
T2,100,459,765,15000,15000,0
T3,100,5793,9655,20000,20000,0
T4,100,737,1228,25000,25000,0
T5,100,972,1620,25000,25000,0
T6,100,4466,7442,30000,30000,0
T7,100,3594,5989,30000,30000,0
T8,100,52,86,35000,35000,0
T9,100,3111,5185,40000,40000,0
T10,100,2872,4786,40000,40000,0
T11,100,6533,10887,40000,40000,0
T12,100,4112,6853,50000,50000,0
T13,100,3267,5445,50000,50000,0
T14,100,609,1014,55000,55000,0
T15,100,12927,21544,60000,60000,0
