Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,745,1241,10000,10000,0
T1,100,1128,1879,10000,10000,0
T2,100,369,615,10000,10000,0
T3,100,2034,3390,10000,10000,0
T4,100,1237,2061,15000,15000,0
T5,100,258,429,20000,20000,0
T6,100,215,357,20000,20000,0
T7,100,837,1394,20000,20000,0
T8,100,3933,6555,25000,25000,0
T9,100,5141,8567,30000,30000,0
T10,100,7014,11689,30000,30000,0
T11,100,2441,4067,35000,35000,0
T12,100,3565,5941,45000,45000,0
T13,100,1743,2904,60000,60000,0
T14,100,655,1091,70000,70000,0
T15,100,9193,15321,80000,80000,0
