Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,319,531,10000,10000,0
T1,100,1101,1834,10000,10000,0
T2,100,1257,2095,10000,10000,0
T3,100,268,446,10000,10000,0
T4,100,308,512,15000,15000,0
T5,100,770,1282,15000,15000,0
T6,100,1796,2993,15000,15000,0
T7,100,1005,1675,20000,20000,0
T8,100,6526,10876,20000,20000,0
T9,100,1032,1720,20000,20000,0
T10,100,3582,5970,25000,25000,0
T11,100,159,264,25000,25000,0
T12,100,2377,3961,50000,50000,0
T13,100,1321,2201,55000,55000,0
T14,100,17700,29499,65000,65000,0
T15,100,2447,4077,75000,75000,0
