Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,4419,7365,10000,10000,0
T1,100,745,1241,10000,10000,0
T2,100,1143,1904,10000,10000,0
T3,100,538,896,10000,10000,0
T4,100,330,549,10000,10000,0
T5,100,2454,4090,15000,15000,0
T6,100,819,1364,15000,15000,0
T7,100,1640,2733,25000,25000,0
T8,100,5064,8439,30000,30000,0
T9,100,662,1103,45000,45000,0
T10,100,4977,8295,50000,50000,0
T11,100,17784,29639,50000,50000,0
T12,100,5103,8504,55000,55000,0
T13,100,444,739,70000,70000,0
T14,100,10079,16798,90000,90000,0
T15,100,6226,10376,90000,90000,0
