Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1326,2210,10000,10000,0
T1,100,245,408,10000,10000,0
T2,100,3183,5304,10000,10000,0
T3,100,272,453,10000,10000,0
T4,100,681,1134,15000,15000,0
T5,100,3061,5101,15000,15000,0
T6,100,593,988,25000,25000,0
T7,100,711,1185,25000,25000,0
T8,100,10182,16969,30000,30000,0
T9,100,5599,9331,35000,35000,0
T10,100,2287,3811,45000,45000,0
T11,100,1329,2214,50000,50000,0
T12,100,315,524,65000,65000,0
T13,100,24118,40196,70000,70000,0
T14,100,8125,13541,75000,75000,0
T15,100,7334,12223,90000,90000,0
