Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1222,2036,10000,10000,0
T1,100,2767,4611,15000,15000,0
T2,100,169,281,15000,15000,0
T3,100,3738,6230,15000,15000,0
T4,100,2439,4065,20000,20000,0
T5,100,490,816,30000,30000,0
T6,100,3912,6519,35000,35000,0
T7,100,15453,25755,50000,50000,0
T8,100,16321,27201,50000,50000,0
T9,100,3381,5634,60000,60000,0
T10,100,5916,9859,60000,60000,0
T11,100,12230,20383,65000,65000,0
T12,100,2763,4604,70000,70000,0
T13,100,1298,2163,70000,70000,0
T14,100,3321,5534,75000,75000,0
T15,100,1766,2943,80000,80000,0
