Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,2017,3361,10000,10000,0
T1,100,2209,3681,15000,15000,0
T2,100,822,1370,15000,15000,0
T3,100,1016,1692,15000,15000,0
T4,100,773,1287,15000,15000,0
T5,100,1398,2329,15000,15000,0
T6,100,4017,6694,20000,20000,0
T7,100,1310,2183,20000,20000,0
T8,100,6905,11508,25000,25000,0
T9,100,2970,4950,25000,25000,0
T10,100,4703,7838,30000,30000,0
T11,100,2392,3986,45000,45000,0
T12,100,8583,14304,70000,70000,0
T13,100,7264,12106,90000,90000,0
T14,100,3149,5247,90000,90000,0
T15,100,18476,30792,95000,95000,0
