Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,2012,3352,10000,10000,0
T1,100,1575,2625,15000,15000,0
T2,100,5607,9345,15000,15000,0
T3,100,1049,1748,15000,15000,0
T4,100,1045,1741,15000,15000,0
T5,100,570,950,15000,15000,0
T6,100,4970,8282,20000,20000,0
T7,100,906,1510,25000,25000,0
T8,100,10604,17672,45000,45000,0
T9,100,225,375,50000,50000,0
T10,100,227,377,50000,50000,0
T11,100,4578,7630,55000,55000,0
T12,100,2180,3633,65000,65000,0
T13,100,3134,5222,75000,75000,0
T14,100,9258,15430,75000,75000,0
T15,100,18839,31398,75000,75000,0
