Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,202,336,10000,10000,0
T1,100,37,61,10000,10000,0
T2,100,705,1174,15000,15000,0
T3,100,1938,3229,15000,15000,0
T4,100,1890,3150,20000,20000,0
T5,100,3740,6232,25000,25000,0
T6,100,3788,6313,35000,35000,0
T7,100,7319,12198,35000,35000,0
T8,100,14670,24450,35000,35000,0
T9,100,2618,4363,45000,45000,0
T10,100,11543,19237,45000,45000,0
T11,100,5037,8394,50000,50000,0
T12,100,607,1011,55000,55000,0
T13,100,10257,17094,55000,55000,0
T14,100,1526,2543,60000,60000,0
T15,100,9111,15184,90000,90000,0
